"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "y"
"1" 1.45911060040817 8.17956129554659 0.737767883110791 5.42370979208499 7.60940322652459 2.36278561409563 3.11358134495094 1.31243997020647 1.89665871439502 0.0132898427546024 9.18179161380976 5.0562484562397 3.35347068496048 5.66569029353559 4.72544844495133 7.36309878993779 2.74859932251275 3.11618880135939 6.7852287273854 0.131878445390612 4.46775521850213 7.13288050144911 5.45200764434412 4.96884143445641 6.37911927653477 2.75776435388252 1.95417448412627 4.66680676443502 6.64091500919312 0.358092081733048 7.55203258711845 5.06280389381573 4.01040311669931 9.06013640807942 5.00348148867488 0.284713462460786 7.93955265311524 2.23191328113899 2.68815472954884 9.72029369324446 6.87855437165126 7.13451812742278 4.17133984155953 3.58563795918599 7.24183040205389 5.19256931496784 4.77296076016501 4.09409091575071 3.49972807103768 9.46247834013775 -2.35560272891078
"2" 2.57611656561494 6.4210585388355 3.4423209214583 6.78207972552627 3.90153588494286 2.99369546351954 9.96504983631894 8.77598672173917 1.22386502102017 9.69743491150439 3.91966161550954 5.87360893841833 0.773035280872136 3.18137253401801 9.12603721488267 7.10860911989585 5.39216561242938 2.14901587925851 3.78555552335456 6.69785124249756 7.27818222716451 2.50972690526396 3.14336848445237 1.54426027322188 9.75066781276837 7.98950264696032 1.78344329120591 6.48801057133824 6.28309487830848 3.59416654566303 5.24175863480195 3.18595700897276 1.96251715533435 7.43580719688907 2.80914968112484 0.871807544026524 9.61288363439962 2.70511832088232 9.41783563932404 4.24531250959262 3.69709072634578 5.38646803470328 5.19753375323489 4.93534858571365 1.1109862010926 6.57329326728359 4.57837331807241 4.41640505567193 5.44903262052685 0.598809416405857 -39.3775249821362
"3" 0.785440232139081 2.26109742186964 0.69771678885445 2.46452452149242 2.01297102728859 5.61037522275001 6.15101478993893 3.75406816368923 8.0933849979192 7.23751734476537 5.72122949641198 4.48581659933552 4.05884721549228 0.591780894901603 0.393812251277268 4.54343928257003 8.73147921636701 3.39254153426737 4.79100075783208 9.70697055337951 2.23319434560835 4.72315522376448 7.19165147515014 6.05683334171772 6.26968180993572 2.754205330275 1.41111086122692 1.41429561655968 6.33931148331612 3.85033432161435 8.46778919221833 9.9032350583002 6.964761109557 6.87340061180294 6.61157364491373 8.06638239650056 9.47016769088805 5.99590170197189 2.16472116298974 4.35796494828537 3.54334981413558 9.72661960870028 6.77971666445956 0.685853657778352 4.79801717912778 8.25348070124164 9.85924653010443 9.25300664501265 1.68857112294063 8.39465829310939 15.7644015557231
"4" 6.87930508283898 1.96383028058335 7.95412237057462 8.48167308839038 7.44601324433461 4.73621056880802 6.1843926855363 2.59750830940902 3.93363810377195 4.29265798768029 5.32992576714605 7.52149990992621 7.43784658610821 7.63311993563548 6.92952985875309 8.33182439906523 1.03431886294857 2.61753082973883 6.59953694557771 5.22092887200415 4.08156847348437 0.242813245858997 9.03923635138199 1.56923630507663 7.31087752617896 7.4850534950383 6.31948911119252 8.78031282685697 3.57261528261006 3.81496150512248 0.944982070941478 2.29485671501607 4.08292243955657 0.384071019943804 2.53181441687047 6.01766922743991 6.41117373015732 1.17652665590867 4.53701352933422 4.5052617508918 4.84972311882302 0.577566015999764 3.71089237974957 6.43804329447448 5.26346712373197 6.76795016275719 6.87453752849251 9.25400838954374 3.86044781422243 7.5757912825793 -8.40332522399343
"5" 6.58437211997807 2.86177153000608 7.38301572855562 6.4840427110903 2.84461129456758 2.10954566951841 5.26245191227645 2.67655637580901 9.21423059189692 9.93713039206341 4.10827800631523 2.6916913734749 6.87208297895268 6.82926260400563 9.73854118725285 6.89765789546072 2.08430490922183 9.07847914611921 9.03130278922617 9.62423285003752 1.71737268101424 7.13783559389412 8.02434825804085 9.12826972082257 7.98552963649854 6.12419608281925 7.92069782270119 3.16031305119395 3.75735686626285 0.151499700732529 1.70949957799166 1.67386257089674 3.28533491818234 8.09071113355458 0.427939067594707 2.56858859909698 5.58540714904666 5.47961240634322 0.779813502449542 9.35189645271748 8.82925894577056 7.47841196600348 7.390246684663 8.51812245557085 4.96832156553864 3.29695995198563 8.56182575924322 2.08134679123759 3.09720971155912 1.99925135588273 -3.41012667869216
"6" 8.89274598564953 5.12535029556602 2.4682314414531 3.42766831861809 3.86255090124905 9.56425142940134 2.70534482318908 2.07158599281684 3.45051467418671 2.54439775366336 1.12098969519138 5.86636951891705 3.03228533128276 5.91386165004224 5.84132711868733 0.82989928079769 1.67380901053548 2.72194913821295 0.77005215222016 6.00406347773969 1.52897386811674 1.26840417739004 2.81338494969532 7.78616570169106 0.961662880145013 9.02589847333729 5.56479220977053 2.76587428990752 8.39666747953743 1.88242128817365 9.83152591157705 4.58691220730543 5.82794310990721 2.02532042982057 7.08118006121367 7.32650577090681 8.37186904624104 3.52529064519331 2.88857257459313 0.489100927952677 1.52685839682817 2.55343540105969 0.307772918604314 6.5891710203141 9.10472841467708 7.56288970820606 2.86065890686586 8.43575347913429 4.98054454335943 0.925884363241494 13.882746466725
"7" 6.24970317585394 3.96239109104499 5.81737470580265 8.48772175144404 7.07178806886077 6.19841206585988 3.90455474844202 2.66232984606177 1.66348220547661 7.04952629515901 4.12873849505559 3.4192097117193 8.81219270639122 6.32703680312261 1.55918599339202 0.109716567676514 3.90303391730413 9.85649846028537 1.24073917046189 4.70206882571802 3.07387796696275 5.4892116971314 7.50180475413799 4.2873868974857 5.59249622980133 8.08989997720346 9.74713970208541 9.45949393324554 1.27147475723177 2.29414506116882 7.81841123942286 3.30593078862876 5.58699007378891 6.45992767764255 2.02356159687042 3.72566545847803 2.8789301100187 4.19920262414962 6.25721724005416 8.32869494566694 6.55653396388516 3.02385318093002 1.64103853516281 2.6580847450532 9.78600002359599 2.83816401148215 0.0831681094132364 2.4745770660229 0.403749297838658 8.24689025292173 0.53169410959444
"8" 0.935255261138082 8.55627403128892 3.94689918728545 7.76316376868635 4.0919429785572 0.168151056859642 9.74002349656075 2.73199118906632 2.91951274499297 5.95112415729091 7.97592495335266 1.01477507734671 6.90942141693085 5.86736093275249 3.06200318969786 1.11544912913814 5.15090102795511 9.05640398617834 9.77998177055269 8.57343115843832 1.66951616061851 5.62080194242299 5.09526735637337 1.3956910232082 7.75087993824854 5.52414470585063 1.28125817980617 9.26987783284858 9.54977011308074 4.17508612386882 0.105741349980235 9.44457086501643 5.00579975079745 6.77525208564475 4.16471175383776 5.81758096348494 1.56742679188028 5.98276347387582 8.66281164577231 4.75422574207187 3.53653262136504 8.84958843933418 2.77552408631891 5.56561415083706 1.5198909654282 6.61907380446792 8.6099113104865 4.84598137671128 0.956251400057226 7.84785038791597 -15.1466891975743
"9" 1.31520340451971 5.30107937753201 3.67862085113302 9.79291945463046 5.17065650084987 1.15109887439758 1.9091602251865 4.92156117223203 2.12361633544788 2.20985332038254 6.84192617423832 9.10262881312519 6.7523127514869 6.68812741758302 2.98178367782384 5.07904800353572 0.258402263280004 3.91694529913366 7.13428223971277 6.91371120279655 2.0382082159631 1.05903342599049 2.92208010330796 6.0630661342293 0.354851551819593 6.51262398343533 6.73399696825072 0.705744221340865 7.684779856354 1.24408799689263 0.564881989266723 3.10589083470404 2.26666594622657 5.26377445086837 5.20049011567608 0.982772246934474 9.82210209360346 2.41785112535581 3.0064114369452 7.81691063195467 0.763937360607088 3.23945571202785 2.57997973356396 3.10436434112489 7.81500080833212 0.806631736923009 5.72097684256732 2.71360838087276 2.09941813489422 6.14906506147236 2.16036453198184
"10" 7.48362081358209 9.51904836110771 9.85144959762692 8.06035320041701 3.09738856507465 3.98308761417866 5.47397133195773 3.70421213563532 5.17219006316736 0.338092418387532 0.00609112437814474 1.57008281443268 4.57269853912294 1.35783148929477 4.48605161393061 0.191407620441169 0.0847175461240113 7.26495750015602 4.74131943192333 1.73332928912714 1.78366148844361 3.09074483579025 5.26924358215183 4.95332102058455 0.213422884698957 7.05274985870346 0.782874147407711 3.02975828992203 6.48052100790665 5.08434450253844 9.81832942692563 0.250451769679785 9.82425057329237 3.33338880445808 4.62347714463249 5.9457275387831 8.59979935456067 1.72068292507902 7.75617267005146 6.65613727411255 2.85993095487356 3.80888973828405 8.55239525903016 3.26569474069402 7.27879961486906 5.10851816972718 2.70670730387792 9.03091146610677 1.17508210474625 6.13286211621016 -15.0037380176808
